customer_id,customer_name,customer_email,signup_at,metadata_super,region_raw,marketing_source_raw
435,Customer 435,user_435@example.com,2024-07-31T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.435""}",None,google_ads
436,Customer 436,user_436@example.com,2024-03-18T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.436""}",EMEA,referral
437,Customer 437,user_437@example.com,2024-08-24T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.437""}",APAC,paid_social
438,Customer 438,user_438@example.com,2024-04-22T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.438""}",US,organic
439,Customer 439,user_439@example.com,2024-05-26T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.439""}",US,organic
440,Customer 440,user_440@example.com,2024-10-24T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.440""}",None,paid_social
441,Customer 441,user_441@example.com,2024-08-24T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.441""}",None,organic
442,Customer 442,user_442@example.com,2024-10-17T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.442""}",EMEA,paid_social
443,Customer 443,user_443@example.com,2024-07-24T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.443""}",US,referral
444,Customer 444,user_444@example.com,2024-01-19T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.444""}",EMEA,paid_social
445,Customer 445,user_445@example.com,2024-09-12T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.445""}",APAC,google_ads
446,Customer 446,user_446@example.com,2024-06-04T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.446""}",APAC,referral
447,Customer 447,user_447@example.com,2024-09-02T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.447""}",None,referral
448,Customer 448,user_448@example.com,2024-08-12T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.448""}",None,referral
449,Customer 449,user_449@example.com,2024-11-02T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.449""}",APAC,paid_social
450,Customer 450,user_450@example.com,2024-05-30T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.450""}",APAC,google_ads
451,Customer 451,user_451@example.com,2024-08-11T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.451""}",EMEA,organic
452,Customer 452,user_452@example.com,2024-05-01T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.452""}",None,referral
453,Customer 453,user_453@example.com,2024-03-06T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.453""}",None,google_ads
454,Customer 454,user_454@example.com,2024-01-16T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.454""}",US,referral
455,Customer 455,user_455@example.com,2024-05-13T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.455""}",None,paid_social
456,Customer 456,user_456@example.com,2024-10-14T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.456""}",APAC,organic
457,Customer 457,user_457@example.com,2024-10-28T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.457""}",EMEA,paid_social
458,Customer 458,user_458@example.com,2024-11-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.458""}",EMEA,paid_social
459,Customer 459,user_459@example.com,2024-02-20T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.459""}",APAC,paid_social
460,Customer 460,user_460@example.com,2024-05-04T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.460""}",None,google_ads
461,Customer 461,user_461@example.com,2024-05-31T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.461""}",None,referral
462,Customer 462,user_462@example.com,2024-06-08T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.462""}",US,organic
463,Customer 463,user_463@example.com,2024-03-15T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.463""}",EMEA,organic
464,Customer 464,user_464@example.com,2024-11-30T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.464""}",US,organic
465,Customer 465,user_465@example.com,2024-07-18T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.465""}",None,referral
466,Customer 466,user_466@example.com,2024-12-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.466""}",EMEA,google_ads
467,Customer 467,user_467@example.com,2024-04-12T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.467""}",EMEA,organic
468,Customer 468,user_468@example.com,2024-12-03T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.468""}",US,google_ads
469,Customer 469,user_469@example.com,2024-06-25T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.469""}",APAC,paid_social
470,Customer 470,user_470@example.com,2024-06-21T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.470""}",US,referral
471,Customer 471,user_471@example.com,2024-09-10T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.471""}",EMEA,google_ads
472,Customer 472,user_472@example.com,2024-07-19T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.472""}",None,organic
473,Customer 473,user_473@example.com,2024-12-21T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.473""}",APAC,google_ads
474,Customer 474,user_474@example.com,2024-09-16T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.474""}",EMEA,paid_social
475,Customer 475,user_475@example.com,2024-02-01T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.475""}",None,google_ads
476,Customer 476,user_476@example.com,2024-07-17T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.476""}",APAC,paid_social
477,Customer 477,user_477@example.com,2024-10-31T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.477""}",APAC,paid_social
478,Customer 478,user_478@example.com,2024-06-27T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.478""}",None,paid_social
479,Customer 479,user_479@example.com,2024-08-19T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.479""}",EMEA,paid_social
480,Customer 480,user_480@example.com,2024-05-26T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.480""}",US,organic
481,Customer 481,user_481@example.com,2024-02-14T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.481""}",None,organic
482,Customer 482,user_482@example.com,2024-03-22T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.482""}",US,organic
483,Customer 483,user_483@example.com,2024-09-02T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.483""}",US,organic
484,Customer 484,user_484@example.com,2024-01-22T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.484""}",APAC,paid_social
485,Customer 485,user_485@example.com,2024-01-30T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.485""}",US,organic
486,Customer 486,user_486@example.com,2024-04-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.486""}",EMEA,organic
487,Customer 487,user_487@example.com,2024-01-09T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.487""}",None,organic
488,Customer 488,user_488@example.com,2024-07-06T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.488""}",APAC,paid_social
489,Customer 489,user_489@example.com,2024-01-24T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.489""}",None,referral
490,Customer 490,user_490@example.com,2024-04-24T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.490""}",APAC,google_ads
491,Customer 491,user_491@example.com,2024-02-09T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.491""}",US,paid_social
492,Customer 492,user_492@example.com,2024-01-12T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.492""}",US,referral
493,Customer 493,user_493@example.com,2024-07-27T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.493""}",US,organic
494,Customer 494,user_494@example.com,2024-01-29T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.494""}",None,google_ads
495,Customer 495,user_495@example.com,2024-08-25T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.495""}",US,referral
496,Customer 496,user_496@example.com,2024-04-08T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.496""}",None,google_ads
497,Customer 497,user_497@example.com,2024-01-09T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.497""}",None,paid_social
498,Customer 498,user_498@example.com,2024-09-26T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.498""}",None,google_ads
499,Customer 499,user_499@example.com,2024-10-21T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.499""}",US,organic
500,Customer 500,user_500@example.com,2024-06-29T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.500""}",None,paid_social
501,Customer 501,user_501@example.com,2024-12-15T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.501""}",APAC,organic
502,Customer 502,user_502@example.com,2024-03-25T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.502""}",EMEA,google_ads
503,Customer 503,user_503@example.com,2024-11-02T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.503""}",APAC,google_ads
504,Customer 504,user_504@example.com,2024-03-09T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.504""}",APAC,referral
505,Customer 505,user_505@example.com,2024-11-17T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.505""}",EMEA,referral
506,Customer 506,user_506@example.com,2024-06-21T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.506""}",EMEA,referral
507,Customer 507,user_507@example.com,2024-11-21T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.507""}",EMEA,google_ads
508,Customer 508,user_508@example.com,2024-11-29T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.508""}",None,referral
509,Customer 509,user_509@example.com,2024-08-05T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.509""}",None,organic
510,Customer 510,user_510@example.com,2024-09-29T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.510""}",None,paid_social
511,Customer 511,user_511@example.com,2024-12-22T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.511""}",US,google_ads
512,Customer 512,user_512@example.com,2024-09-07T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.512""}",US,google_ads
513,Customer 513,user_513@example.com,2024-01-07T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.513""}",APAC,referral
514,Customer 514,user_514@example.com,2024-03-15T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.514""}",None,google_ads
515,Customer 515,user_515@example.com,2024-12-13T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.515""}",APAC,organic
516,Customer 516,user_516@example.com,2024-09-30T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.516""}",None,google_ads
517,Customer 517,user_517@example.com,2024-05-26T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.517""}",EMEA,google_ads
518,Customer 518,user_518@example.com,2024-03-03T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.518""}",US,organic
519,Customer 519,user_519@example.com,2024-12-21T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.519""}",EMEA,google_ads
520,Customer 520,user_520@example.com,2024-11-11T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.520""}",APAC,paid_social
521,Customer 521,user_521@example.com,2024-08-21T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.521""}",APAC,organic
522,Customer 522,user_522@example.com,2024-07-21T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.522""}",None,referral
523,Customer 523,user_523@example.com,2024-03-17T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.523""}",APAC,organic
524,Customer 524,user_524@example.com,2024-08-29T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.524""}",APAC,google_ads
525,Customer 525,user_525@example.com,2024-11-16T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.525""}",EMEA,organic
526,Customer 526,user_526@example.com,2024-02-14T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.526""}",APAC,paid_social
527,Customer 527,user_527@example.com,2024-05-29T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.527""}",US,google_ads
528,Customer 528,user_528@example.com,2024-11-28T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.528""}",None,paid_social
529,Customer 529,user_529@example.com,2024-08-07T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.529""}",US,google_ads
530,Customer 530,user_530@example.com,2024-11-08T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.530""}",None,referral
531,Customer 531,user_531@example.com,2024-12-25T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.531""}",US,google_ads
532,Customer 532,user_532@example.com,2024-03-23T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.532""}",APAC,referral
533,Customer 533,user_533@example.com,2024-04-10T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.533""}",EMEA,google_ads
534,Customer 534,user_534@example.com,2024-06-20T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.534""}",EMEA,organic
535,Customer 535,user_535@example.com,2024-11-08T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.535""}",US,referral
536,Customer 536,user_536@example.com,2024-09-08T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.536""}",None,google_ads
537,Customer 537,user_537@example.com,2024-04-11T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.537""}",None,paid_social
538,Customer 538,user_538@example.com,2024-06-04T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.538""}",APAC,google_ads
539,Customer 539,user_539@example.com,2024-06-23T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.539""}",None,organic
540,Customer 540,user_540@example.com,2024-08-03T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.540""}",None,organic
541,Customer 541,user_541@example.com,2024-08-13T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.541""}",US,referral
542,Customer 542,user_542@example.com,2024-04-23T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.542""}",None,google_ads
543,Customer 543,user_543@example.com,2024-02-22T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.543""}",EMEA,paid_social
544,Customer 544,user_544@example.com,2024-08-16T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.544""}",APAC,referral
545,Customer 545,user_545@example.com,2024-09-02T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.545""}",APAC,organic
546,Customer 546,user_546@example.com,2024-03-31T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.546""}",EMEA,google_ads
547,Customer 547,user_547@example.com,2024-08-09T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.547""}",APAC,google_ads
548,Customer 548,user_548@example.com,2024-08-29T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.548""}",None,google_ads
549,Customer 549,user_549@example.com,2024-11-08T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.549""}",None,paid_social
550,Customer 550,user_550@example.com,2024-02-27T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.550""}",EMEA,google_ads
551,Customer 551,user_551@example.com,2024-07-17T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.551""}",US,google_ads
552,Customer 552,user_552@example.com,2024-10-11T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.552""}",None,organic
553,Customer 553,user_553@example.com,2024-11-22T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.553""}",EMEA,paid_social
554,Customer 554,user_554@example.com,2024-02-09T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.554""}",None,google_ads
555,Customer 555,user_555@example.com,2024-03-25T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.555""}",EMEA,google_ads
556,Customer 556,user_556@example.com,2024-11-01T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.556""}",None,google_ads
557,Customer 557,user_557@example.com,2024-10-04T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.557""}",APAC,paid_social
558,Customer 558,user_558@example.com,2024-03-06T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.558""}",US,paid_social
559,Customer 559,user_559@example.com,2024-06-05T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.559""}",None,paid_social
560,Customer 560,user_560@example.com,2024-12-03T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.560""}",EMEA,paid_social
561,Customer 561,user_561@example.com,2024-07-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.561""}",EMEA,paid_social
562,Customer 562,user_562@example.com,2024-06-17T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.562""}",None,paid_social
563,Customer 563,user_563@example.com,2024-06-18T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.563""}",None,referral
564,Customer 564,user_564@example.com,2024-12-31T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.564""}",EMEA,paid_social
565,Customer 565,user_565@example.com,2024-09-26T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.565""}",APAC,referral
566,Customer 566,user_566@example.com,2024-01-22T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.566""}",APAC,organic
567,Customer 567,user_567@example.com,2024-03-13T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.567""}",EMEA,referral
568,Customer 568,user_568@example.com,2024-07-21T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.568""}",None,paid_social
569,Customer 569,user_569@example.com,2024-01-02T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.569""}",APAC,paid_social
570,Customer 570,user_570@example.com,2024-10-08T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.570""}",APAC,google_ads
571,Customer 571,user_571@example.com,2024-08-27T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.571""}",APAC,referral
572,Customer 572,user_572@example.com,2024-09-05T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.572""}",US,paid_social
573,Customer 573,user_573@example.com,2024-10-26T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.573""}",EMEA,google_ads
574,Customer 574,user_574@example.com,2024-07-21T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.574""}",None,organic
575,Customer 575,user_575@example.com,2024-10-01T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.575""}",US,referral
576,Customer 576,user_576@example.com,2024-03-11T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.576""}",US,organic
577,Customer 577,user_577@example.com,2024-08-31T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.577""}",None,google_ads
578,Customer 578,user_578@example.com,2024-04-27T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.578""}",APAC,referral
579,Customer 579,user_579@example.com,2024-04-02T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.579""}",US,paid_social
580,Customer 580,user_580@example.com,2024-11-14T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.580""}",US,organic
581,Customer 581,user_581@example.com,2024-01-03T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.581""}",EMEA,organic
582,Customer 582,user_582@example.com,2024-08-28T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.582""}",None,google_ads
583,Customer 583,user_583@example.com,2024-04-29T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.583""}",None,google_ads
584,Customer 584,user_584@example.com,2024-03-09T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.584""}",APAC,organic
585,Customer 585,user_585@example.com,2024-09-19T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.585""}",US,referral
586,Customer 586,user_586@example.com,2024-04-06T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.586""}",None,organic
587,Customer 587,user_587@example.com,2024-01-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.587""}",EMEA,organic
588,Customer 588,user_588@example.com,2024-03-16T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.588""}",APAC,organic
589,Customer 589,user_589@example.com,2024-12-02T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.589""}",APAC,paid_social
590,Customer 590,user_590@example.com,2024-10-16T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.590""}",US,referral
591,Customer 591,user_591@example.com,2024-09-13T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.591""}",EMEA,referral
592,Customer 592,user_592@example.com,2024-07-26T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.592""}",None,organic
593,Customer 593,user_593@example.com,2024-04-29T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.593""}",EMEA,google_ads
594,Customer 594,user_594@example.com,2024-11-02T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.594""}",US,referral
595,Customer 595,user_595@example.com,2024-12-20T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.595""}",APAC,referral
596,Customer 596,user_596@example.com,2024-10-24T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.596""}",APAC,google_ads
597,Customer 597,user_597@example.com,2024-11-17T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.597""}",EMEA,paid_social
598,Customer 598,user_598@example.com,2024-08-22T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.598""}",None,paid_social
599,Customer 599,user_599@example.com,2024-11-07T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.599""}",US,google_ads
600,Customer 600,user_600@example.com,2024-05-20T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.600""}",None,organic
601,Customer 601,user_601@example.com,2024-04-18T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.601""}",US,paid_social
602,Customer 602,user_602@example.com,2024-10-13T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.602""}",US,organic
603,Customer 603,user_603@example.com,2024-02-23T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.603""}",APAC,paid_social
604,Customer 604,user_604@example.com,2024-09-02T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.604""}",US,google_ads
605,Customer 605,user_605@example.com,2024-08-08T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.605""}",EMEA,paid_social
606,Customer 606,user_606@example.com,2024-02-13T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.606""}",APAC,google_ads
607,Customer 607,user_607@example.com,2024-11-16T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.607""}",EMEA,paid_social
608,Customer 608,user_608@example.com,2024-04-20T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.608""}",US,paid_social
609,Customer 609,user_609@example.com,2024-11-06T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.609""}",EMEA,referral
